item,itemSupport,frontItem,frontItemSupport,endItem,endItemSupport,calcSupport
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7190"",""7180""]",0.215425532,"[""7170"",""7270"",""7290""]",0.194148936,0.728395063
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7190"",""7270""]",0.186170213,"[""7170"",""7180"",""7290""]",0.199468085,0.842857144
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7190"",""7290""]",0.178191489,"[""7170"",""7180"",""7270""]",0.220744681,0.880597019
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7180"",""7270""]",0.242021277,"[""7170"",""7190"",""7290""]",0.167553191,0.648351649
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7180"",""7290""]",0.210106383,"[""7170"",""7190"",""7270""]",0.170212766,0.746835445
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7270"",""7290""]",0.234042553,"[""7170"",""7190"",""7180""]",0.194148936,0.670454548
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7170"",""7190"",""7180""]",0.194148936,"[""7270"",""7290""]",0.234042553,0.808219181
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7170"",""7190"",""7270""]",0.170212766,"[""7180"",""7290""]",0.210106383,0.921875002
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7170"",""7190"",""7290""]",0.167553191,"[""7180"",""7270""]",0.242021277,0.936507942
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7170"",""7180"",""7270""]",0.220744681,"[""7190"",""7290""]",0.178191489,0.710843375
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7170"",""7180"",""7290""]",0.199468085,"[""7190"",""7270""]",0.186170213,0.786666669
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7170"",""7270"",""7290""]",0.194148936,"[""7190"",""7180""]",0.215425532,0.808219181
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7190"",""7180"",""7270""]",0.180851064,"[""7170"",""7290""]",0.218085106,0.86764706
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7190"",""7180"",""7290""]",0.170212766,"[""7170"",""7270""]",0.25,0.921875002
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7190"",""7270"",""7290""]",0.167553191,"[""7170"",""7180""]",0.289893617,0.936507942
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7180"",""7270"",""7290""]",0.194148936,"[""7170"",""7190""]",0.215425532,0.808219181
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7170"",""7190"",""7180"",""7270""]",0.164893617,"[""7290""]",0.276595745,0.951612906
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7170"",""7190"",""7180"",""7290""]",0.162234043,"[""7270""]",0.321808511,0.967213114
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7170"",""7190"",""7270"",""7290""]",0.159574468,"[""7180""]",0.343085106,0.983333336
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7170"",""7180"",""7270"",""7290""]",0.183510638,"[""7190""]",0.239361702,0.855072467
"[""7170"",""7190"",""7180"",""7270"",""7290""]",0.156914894,"[""7190"",""7180"",""7270"",""7290""]",0.164893617,"[""7170""]",0.369680851,0.951612906
